stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
12174,,Marlboro St and Shepard St,,41.336247,-72.927667,,,,,
12175,,Shepard St and Goodrich St,,41.335273,-72.927967,,,,,
12176,,Goodrich St and Butler St,,41.335335,-72.92887,,,,,
12177,,Green Manor Dr and Oak St,,41.736181,-72.574394,,,,,
12178,,S Broad St and Pier One Imports,,41.507776,-72.808813,,,,,
12179,,Boston Post Rd and Darien Med Ctr,,41.066851,-73.479054,,,,,
1218,,Sedgwick Rd and Lemay St,,41.751263,-72.753164,,,,,
12180,,Trinity St and Capitol Ave,,41.762899,-72.68083,,,,,
12182,,Pearl St and Main St,,41.765688,-72.673665,,,,,
12184,,S Broad and ADECCO,,41.50733,-72.809284,,,,,
12185,,S Broad St and Opp Town Line Plaza,,41.509393,-72.808197,,,,,
1219,,Sedgwick Rd and Wardwell Rd,,41.750871,-72.755539,,,,,
12191,,Corbin Russwin and Episcopal Rd,,41.646955,-72.741495,,,,,
12195,,Boston Post Rd and Spring Grove Cemetery,,41.067011,-73.479163,,,,,
12196,,Bridge St and 1st St,,41.319892,-73.090352,,,,,
12197,,Lamberton Rd and Opp All Crate Inc,,41.869168,-72.664167,,,,,
12198,,Lamberton Rd and All Crate Inc,,41.869149,-72.663949,,,,,
12199,,Phoenix Ave at Red Roof Inn,,41.992221,-72.584198,,,,,
1220,,Sedgwick Rd and Garfield Rd,,41.7503,-72.758422,,,,,
12201,,S Main St and Amtrak Windsor Lock,,41.914155,-72.626233,,,,,
12202,,State St and RR Station,,41.539065,-72.801028,,,,,
12203,,E Main St and Opp Saint Casimir Dr,,41.53735,-72.80022,,,,,
12204,,Pratt St and Miller St,,41.538466,-72.798311,,,,,
12205,,Mill St and Pratt St,,41.539681,-72.796765,,,,,
12206,,State St and Opp Mill St,,41.540691,-72.798817,,,,,
12207,,E Main St and St Casmir Dr,,41.537198,-72.800316,,,,,
12209,,E Main St and Pleasant St,,41.535759,-72.797491,,,,,
12210,,E Main St and Elm St,,41.534981,-72.796163,,,,,
12212,,E Main St and High St,,41.534087,-72.794413,,,,,
12214,,S Broad St and Opp S Broad Ter,,41.5111,-72.80705,,,,,
12215,,Green Rd and S Broad Ter,,41.514298,-72.805142,,,,,
12216,,Green Rd and S Curtis St,,41.515468,-72.800132,,,,,
12217,,S Curtis St and Victoria Dr,,41.516388,-72.799817,,,,,
12218,,S Curtis St and Cass St,,41.51897,-72.798995,,,,,
12219,,Curtis St and Brookdale Rd,,41.521025,-72.798355,,,,,
1222,,Ridgewood Rd and Sedgwick Rd,,41.748854,-72.760919,,,,,
12220,,Curtis St and Curtis St,,41.523205,-72.797569,,,,,
12221,,Curtis St and Ann St,,41.525867,-72.796493,,,,,
12222,,S Curtis St and Curtis St,,41.527743,-72.795829,,,,,
12223,,S Curtis St and Broad St,,41.530486,-72.794873,,,,,
12224,,Broad St and Charles St,,41.531603,-72.793943,,,,,
12226,,E Main St and Opp High St,,41.534248,-72.794304,,,,,
12227,,E Main St and Opp Elm St,,41.535151,-72.796091,,,,,
12228,,E Main St and Opp Pleasant St,,41.535875,-72.797334,,,,,
12229,,Broad St and E Main St,,41.532988,-72.79317,,,,,
1223,,Ridgewood Rd and Tunxis Rd,,41.746834,-72.760375,,,,,
12230,,Broad St and Olive St,,41.53129,-72.794656,,,,,
12231,,Broad st and Silver St,,41.529102,-72.796564,,,,,
12232,,Broad St and Ann St,,41.526672,-72.798835,,,,,
12233,,Broad St and 36 Broad St,,41.52342,-72.800756,,,,,
12234,,Broad St and Hall Ave,,41.520427,-72.802363,,,,,
12235,,S Broad St and Lyman Ave,,41.51814,-72.803571,,,,,
12236,,S Broad St and Green Rd,,41.514584,-72.805431,,,,,
12237,,S Broad St and Aspen Dental,,41.512833,-72.806373,,,,,
12238,,S Broad St and S Broad Ter,,41.511341,-72.807158,,,,,
12239,,Bright Meadow Blvd and Opp Fairfield Inn,,42.020679,-72.585922,,,,,
1224,,Ridgewood Rd and 165 Ridgewood Rd,,41.744832,-72.759832,,,,,
12240,,1 Bright Meadow Blvd,,42.02084,-72.585703,,,,,
12241,,Day Hill Rd and 2000 Day Hill Rd,,41.876896,-72.720317,,,,,
12242,,Day Hill Rd and Alstom West Entrance,,41.876449,-72.720864,,,,,
12243,,Green Rd and Old Stagecoach Rd,,41.514574,-72.80175,,,,,
12244,,Dorothy Dr and Woodside Village Shelter 1,,41.844975,-72.741252,,,,,
12245,,Dorothy Dr and Woodside Village Shelter 2,,41.843911,-72.740974,,,,,
12246,,Dorothy Dr and Opp Woodside Village Shelter 1,,41.843956,-72.740756,,,,,
12247,,Dorothy Dr and Opp Woodside Village Shelter 2,,41.844939,-72.741021,,,,,
12249,,Todd St PandR and Todd St,,41.670785,-72.90558,,,,,
1225,,Ridgewood Rd and Opp Foxridge Rd,,41.741587,-72.758951,,,,,
12256,,Humphrey St and James St,,41.313993,-72.904043,,,,,
12257,,Durham Rd and Bradley Rd,,41.281617,-72.599307,,,,,
12258,,Durham Rd and Bradley Rd,,41.281948,-72.599739,,,,,
12259,,Hartford Rd and The Sports Authority,,41.71569,-72.763662,,,,,
12261,,New Britain Ave and Red Robin,,41.722891,-72.760229,,,,,
12262,,Cottage Grove Rd and Tyler St,,41.818231,-72.715534,,,,,
12265,,Union Pl and Church St,,41.769084,-72.681399,,,,,
12266,,Connecticut Ave and AMF Bowling Alley,,41.094343,-73.450147,,,,,
12267,,Connecticut Ave and Raymout and Flanagan,,41.095478,-73.448225,,,,,
12268,,Connecticut Ave and Recreational Equipment,,41.104266,-73.431608,,,,,
12269,,Belden Ave and 24 Belden Ave,,41.118241,-73.417034,,,,,
1227,,Ridgewood Rd and Opp Sandhurst Dr,,41.737252,-72.758532,,,,,
12270,,Connecticut Ave and Norwalk Community Health Ctr,,41.105568,-73.428258,,,,,
12271,,Connecticut Ave and Opp Double Tree,,41.092337,-73.453177,,,,,
12277,,Mid State Med Ctr and Lewis Ave,,41.549403,-72.801459,,,,,
12278,,Talcottville Rd and Windsorville Rd,,41.86385,-72.479826,,,,,
1228,,Ridgewood Rd and Opp Miles Standish Dr,,41.736028,-72.75846,,,,,
12281,,Weston St and Hertz Car,,41.791903,-72.660409,,,,,
12283,,CTFastrak and East Main St Station Platform A,,41.671518,-72.766049,,,,,
12284,,CTFastrak and East St. Station Platform A,,41.687939,-72.758109,,,,,
12285,,CTFastrak and Cedar St Station Platform A,,41.696363,-72.753477,,,,,
12286,,CTFastrak and Newington Junction Station Platform A,,41.716415,-72.736083,,,,,
12287,,CTFastrak and Elmwood Station Platform A,,41.730473,-72.724792,,,,,
12288,,CTFastrak and Flatbush Ave Station Platform A,,41.741709,-72.71648,,,,,
12289,,CTFastrak and Kane St Station Platform A,,41.750416,-72.708981,,,,,
1229,,Ridgewood Rd and Opp W Point Ter,,41.733954,-72.75839,,,,,
12290,,CTFastrak and Park St Station Platform A,,41.757096,-72.703676,,,,,
12291,,CTFastrak and Sigourney St Station Platform A,,41.764326,-72.694601,,,,,
12294,,Asylum St and High St,,41.767698,-72.680105,,,,,
12295,,CTFastrak and Sigourney St Station Platform B,,41.764211,-72.695062,,,,,
12296,,CTFastrak and Parkville Station Platform B,,41.757087,-72.703906,,,,,
12297,,CTFastrak and Kane St Station Platform B,,41.750461,-72.709077,,,,,
12298,,CTFastrak and Flatbush Ave Station Platform B,,41.741191,-72.716347,,,,,
12299,,CTFastrak and Elmwood Station Platform B,,41.730509,-72.724864,,,,,
123,,Broad St and Crescent St,,41.745667,-72.687249,,,,,
1230,,Ridgewood Rd and Woodpond Rd,,41.732524,-72.758403,,,,,
12300,,CTFastrak and Newington Junction Station Platform B,,41.71621,-72.73641,,,,,
12301,,CTFastrak and Cedar St Station Platform B,,41.695854,-72.753853,,,,,
12302,,CTFastrak and East St. Station Platform B,,41.687617,-72.758666,,,,,
12303,,CTFastrak and East Main St Station Platform B,,41.6715,-72.766279,,,,,
12305,,CTFastrak and New Britain Station Bay  G,,41.668404,-72.77913,,,,,
12306,,N Main St and Opp Jones Hollow Rd,,41.631851,-72.461133,,,,,
12307,,N Main St and Jones Hollow Rd,,41.63193,-72.460758,,,,,
12308,,Merrow Rd and Tolland Park and Ride Lot,,41.865402,-72.362319,,,,,
12309,,Veterans Dr and Opp Veterans Cir,,41.702028,-72.738111,,,,,
1231,,New Britain Ave and Opp Shield St,,41.730345,-72.720615,,,,,
12311,,Slater St and Catherine's Way,,41.80402,-72.534282,,,,,
12312,,Slater St and Best Buy,,41.807892,-72.534908,,,,,
12313,,Stanley St and Ella Grasso Blvd,,41.692699,-72.771319,,,,,
12314,,Stanley St and Davidson Hall C C S U,,41.690322,-72.770692,,,,,
12315,,Ella Grasso Blvd and Kaiser Dr,,41.695047,-72.76477,,,,,
12316,,Ella Grasso Blvd and CCSU Student Ctr CCSU,,41.69386,-72.767821,,,,,
12317,,Paul Manafort Dr and Princeton Apt,,41.691319,-72.761457,,,,,
12318,,Paul Manafort Dr and Sefton Dr,,41.690382,-72.765609,,,,,
12319,,Paul Manafort Dr and Opp Faculty Lot D,,41.68857,-72.769495,,,,,
1232,,New Britain Ave and Opp South St,,41.730114,-72.723133,,,,,
12320,,Fenn Rd and Opp CTFastrak,,41.695338,-72.757302,,,,,
12322,,Mountain Rd and Middle St,,41.66643,-72.922754,,,,,
12324,,New Britain Ave and Lowes Theater,,41.675651,-72.840335,,,,,
12327,,Mountain Rd and Mitchell St,,41.666591,-72.922802,,,,,
12328,,N Main St and McDonald's,,41.674766,-72.946201,,,,,
1233,,Ridgewood Rd and 368 Ridgewood Rd,,41.730156,-72.758163,,,,,
12335,,Stanley St and Drury Ln,,41.700824,-72.774617,,,,,
12336,,Stanley St and Barbour Rd,,41.698277,-72.77428,,,,,
12339,,High Ridge Rd and 2186 High Ridge Rd,,41.144807,-73.547417,,,,,
1234,,Ridgewood Rd and Beechwood Rd,,41.732587,-72.758161,,,,,
12340,,Newfield Ave and Weed Hill Ave,,41.098174,-73.531293,,,,,
12341,,Newfield Ave and 1181 Newfield Ave,,41.100249,-73.530774,,,,,
12342,,Long Ridge Rd and 631 Long Ridge Rd,,41.09138,-73.560913,,,,,
12343,,Washington Blvd and Paragon Ln,,41.068937,-73.552655,,,,,
12344,,Washington Blvd and Randall Ave,,41.070581,-73.5526,,,,,
12345,,BJ'S and Wholesale Club,,41.740105,-72.722041,,,,,
12346,,Tolland Tpke and Opp Oak Forest Dr,,41.798645,-72.540425,,,,,
12347,,Hamilton Ave and Hamilton Park and Ride Lot,,41.543841,-73.024574,,,,,
12348,,S Elm St at St Mary's Hospital,,41.553328,-73.03721,,,,,
12349,,E Main St and Phoenix St,,41.555656,-73.039633,,,,,
1235,,Ridgewood Rd and W Point Ter,,41.734419,-72.758147,,,,,
12351,,Meadow St and Opp Waterbury MNR,,41.554617,-73.046551,,,,,
12352,,W Main St and Leavenworth St,,41.556063,-73.041772,,,,,
12353,,S Elm St and Scovill St,,41.553301,-73.037452,,,,,
12354,,Willard Ave and Francis Ave,,41.714414,-72.737139,,,,,
12359,,Riverside Dr and CT River Academy,,41.749856,-72.642874,,,,,
1236,,Ridgewood Rd and Miles Standish Dr,,41.736108,-72.758218,,,,,
12362,,Merwin Ave and Abigail St,,41.224087,-73.000998,,,,,
12363,,Merwin Ave and Abigail St,,41.224106,-73.000565,,,,,
12364,,Merwin Ave and Chapel St,,41.226708,-72.997999,,,,,
12365,,North St and Gilyard St,,41.397323,-73.061235,,,,,
12366,,North St and Roberts St,,41.39842,-73.062106,,,,,
12367,,Spruce St and Meadow St,,41.399337,-73.064327,,,,,
12368,,State Hwy 67 and Garden St,,41.397406,-73.064682,,,,,
12369,,Glenbrook Rd and Windell Pl,,41.067047,-73.521411,,,,,
1237,,Ridgewood Rd and Sandhurst Dr,,41.738003,-72.758337,,,,,
12370,,Glenbrook Rd and Opp Windell Pl,,41.067145,-73.521592,,,,,
12371,,Capitol Ave and 19 Capitol Ave,,41.760927,-72.675662,,,,,
12374,,Country Club Rd and 229 Country Club Rd,,41.707611,-72.78461,,,,,
12375,,Blue Hills Ave and Forest Ln,,41.826382,-72.696557,,,,,
12377,,STAMFORD TRANS CTR BAY B and N. STATE STREET,,41.047839,-73.54185,,,,,
12378,,STAMFORD TRANS CTR BAY C and N STATE ST,,41.047894,-73.54167,,,,,
12379,,STAMFORD TRANS CTR BAY D and N STATE ST,,41.047939,-73.541515,,,,,
1238,,Ridgewood Rd and 228 Ridgewood Rd,,41.740353,-72.758553,,,,,
12380,,STAMFORD TRANS CTR BAY E and N STATE ST,,41.047976,-73.541371,,,,,
12382,,Arch St and 100 Arch St,,41.664411,-72.78206,,,,,
12383,,Hawthorn St and Imlay St,,41.764684,-72.694964,,,,,
12384,,CTFastrak and Sigourney Street Lot,,41.764479,-72.695183,,,,,
12385,,Temple St and Grove St,,41.310826,-72.923996,,,,,
12389,,Village Square Dr and Brittany Farms Rd,,41.712359,-72.768507,,,,,
1239,,Ridgewood Rd and Foxridge Rd,,41.742132,-72.758842,,,,,
12390,,Progress Dr and Scan Optics,,41.804206,-72.503444,,,,,
12391,,Devine St and 6 Devine St,,41.380881,-72.881114,,,,,
12392,,RTE 5 and Opp S Water St,,41.908056,-72.613188,,,,,
12393,,RTE 5 and S Water St,,41.907744,-72.61342,,,,,
12394,,Arch St and 85 Arch St,,41.664697,-72.782205,,,,,
12395,,Linwood St and Hart St,,41.659963,-72.7892,,,,,
12396,,Linwood St and Highland St,,41.660866,-72.789345,,,,,
12397,,Linwood St and Hart St,,41.659766,-72.789382,,,,,
124,,Jordan Ln and Opp Stop and Shop,,41.720229,-72.693438,,,,,
12400,,Green Cir and Green Circle Park and Ride Lot,,41.826656,-72.49564,,,,,
12401,,Washington St and Community Health Ctr,,41.671605,-72.784112,,,,,
12402,,Burritt St and Security Manor,,41.67731,-72.793958,,,,,
12403,,Burritt St and 238 Burritt St,,41.671627,-72.797554,,,,,
12404,,Myrtle St and Burritt St,,41.669652,-72.797373,,,,,
12405,,Myrtle St and 200 Myrtle St,,41.669757,-72.789594,,,,,
12406,,New Britain Ave and Grant Ave,,41.676919,-72.850401,,,,,
12407,,E Main St and Norton Pl,,41.673583,-72.860999,,,,,
12408,,E Main St and Opp Crown St,,41.672349,-72.864217,,,,,
12409,,W Main St and Opp Pierce St,,41.670846,-72.869358,,,,,
1241,,Ridgewood Rd and 168 Ridgewood Rd,,41.74451,-72.759494,,,,,
12410,,W Main St and Opp Strong Ct,,41.670274,-72.87214,,,,,
12411,,W Main St and N Washington St,,41.670094,-72.875104,,,,,
12412,,Forestville Ave and Opp W Main St,,41.66994,-72.879459,,,,,
12413,,Pine St and Opp Emmett St,,41.668554,-72.91424,,,,,
12414,,Pine St and Dunkin Donuts,,41.66703,-72.920783,,,,,
12416,,South St and Opp Ridge Rd,,41.668186,-72.928769,,,,,
12417,,South St and East Rd,,41.668488,-72.931261,,,,,
12418,,South St and East St,,41.668781,-72.93379,,,,,
12419,,South St and Mellen St,,41.668707,-72.936694,,,,,
1242,,Ridgewood Rd and Tunxis Rd,,41.747057,-72.760181,,,,,
12420,,South St and Willis St,,41.668043,-72.939608,,,,,
12421,,Main St and South St,,41.668433,-72.943117,,,,,
12422,,Riverside Ave and Main St,,41.671319,-72.9434,,,,,
12425,,Main St and South St,,41.668379,-72.943347,,,,,
12426,,South St and Willis St,,41.667909,-72.939439,,,,,
12427,,South St and Seymour St,,41.668214,-72.938132,,,,,
12428,,South St and Opp East St,,41.668629,-72.933947,,,,,
12429,,South St and East Rd,,41.668327,-72.931297,,,,,
1243,,Ridgewood Rd and Sedgwick Rd,,41.749453,-72.760821,,,,,
12430,,South St and Ridge Rd,,41.668052,-72.928998,,,,,
12432,,Pine St and Terry Commons,,41.666968,-72.920371,,,,,
12433,,Pine St and Emmett St,,41.668384,-72.914372,,,,,
12434,,Pine St and Balsam St,,41.668878,-72.910574,,,,,
12435,,W Main St and Hoerle Ct,,41.669726,-72.878624,,,,,
12436,,W Main St and Washington St,,41.669924,-72.875273,,,,,
12437,,W Main St and Strong Ct,,41.670131,-72.871982,,,,,
12438,,W Main St and Pierce St,,41.670766,-72.869043,,,,,
12439,,E Main St and Crown St,,41.672278,-72.863938,,,,,
1244,,Sedgwick Rd and Owings Rd,,41.750059,-72.758665,,,,,
12440,,E Main St and Hough St,,41.67277,-72.862632,,,,,
12441,,New Park Ave and Opp CTFastrak,,41.730938,-72.72536,,,,,
12442,,New Park Ave and CTFastrak,,41.730831,-72.725118,,,,,
12443,,New Britain Ave and Opp Shepard Rd,,41.720658,-72.761527,,,,,
12444,,Hartford Rd and Village Square Dr,,41.710025,-72.766015,,,,,
12445,,Hartford Rd and Stanley Golf Course,,41.7063,-72.768101,,,,,
12446,,Hartford Rd and Opp Fairway Apts Bldg A,,41.704192,-72.771649,,,,,
12447,,Stanley St and Opp Drury Ln,,41.700699,-72.774799,,,,,
12448,,Stanley St and Barbour Rd,,41.698286,-72.77428,,,,,
12449,,Stanley St and Opp Lyle Rd,,41.695855,-72.772733,,,,,
1245,,Sedgwick Rd and Tunxis Rd,,41.750692,-72.755491,,,,,
12450,,Stanley St and Eddy Glover Blvd,,41.691842,-72.771308,,,,,
12451,,Stanley St and Stratford Rd,,41.687471,-72.770198,,,,,
12452,,Stanley St and Allen St,,41.683261,-72.767745,,,,,
12453,,Stanley St and Peck St,,41.678221,-72.769068,,,,,
12454,,Stanley St and Hy's Limousine,,41.674532,-72.772701,,,,,
12455,,Martin Luther King Dr and Winter St,,41.672138,-72.775703,,,,,
12458,,Martin Luther King Dr and Opp Winter St,,41.671995,-72.775353,,,,,
12459,,Stanley St and Martin Luther King Dr,,41.674327,-72.772629,,,,,
1246,,Sedgwick Rd and Westminster Dr,,41.751182,-72.75251,,,,,
12460,,Stanley St and Opp Peck St,,41.678382,-72.768814,,,,,
12461,,Stanley St and Allen St,,41.683153,-72.76754,,,,,
12462,,Stanley St and Stratford Rd,,41.687766,-72.770113,,,,,
12464,,Stanley St and Lyle Rd,,41.695712,-72.772261,,,,,
12465,,Stanley St and Opp Christopher Cir,,41.698992,-72.774219,,,,,
12466,,Stanley St and Drury Ln,,41.700797,-72.774544,,,,,
12467,,Hartford Rd and Fairway Apts Bldg A,,41.704049,-72.771528,,,,,
12468,,Hartford Rd and Stanley Golf Course,,41.706442,-72.76775,,,,,
12469,,Hartford  Rd and Costco,,41.710007,-72.765785,,,,,
1247,,Sedgwick Rd and Paxton Rd,,41.751681,-72.749857,,,,,
12470,,Hartford Rd and Courtyard Marriott,,41.716244,-72.762947,,,,,
12471,,New Britain Ave and Babies R Us,,41.719166,-72.761746,,,,,
12472,,New Britain Ave and Shepard Rd,,41.720559,-72.761151,,,,,
12473,,Village Square Rd and Corbins Park and Ride Lot,,41.709946,-72.76742,,,,,
12474,,Village Square Dr and Opp Normandy Heights,,41.710858,-72.768956,,,,,
12475,,Brittany Farms Rd and West Farms Village,,41.713236,-72.770625,,,,,
12476,,Brittany Farms Rd and Briar Ridge,,41.712254,-72.774754,,,,,
12477,,Brittany Farms Rd and Marlborough Village,,41.710834,-72.775287,,,,,
12478,,Brittany Farms Rd and Pebblebrook Apt,,41.710725,-72.772443,,,,,
12479,,Village Square Dr and Normandy Heights,,41.710527,-72.769187,,,,,
1248,,Sedgwick Rd and Colton Rd,,41.752091,-72.747943,,,,,
12480,,New Park Ave and 585 New Park Ave,,41.735155,-72.722642,,,,,
12481,,New Park Ave and 586 New Park Ave,,41.735002,-72.722472,,,,,
12482,,CTFastrak and Cedar St Station  Lot Bus Stop C,,41.696149,-72.753925,,,,,
12483,,CTFastrak and Cedar St. Lot Station Bus Stop D,,41.696158,-72.754615,,,,,
12484,,Willard Ave and Cedar St,,41.696243,-72.733495,,,,,
12485,,Willard Ave and Robbins Ave,,41.683292,-72.730766,,,,,
12486,,Willard Ave and New Britain Ave,,41.67506,-72.729217,,,,,
12487,,Louis St and Willard Ave,,41.668642,-72.727048,,,,,
12488,,Louis St and Willard Ave,,41.668794,-72.727217,,,,,
12489,,Willard Ave and Opp New Britain Ave,,41.675695,-72.729107,,,,,
1249,,Sedgwick Rd and Ridgebrook Dr,,41.752536,-72.745896,,,,,
12490,,Willard Ave and Robbins Ave,,41.684266,-72.730728,,,,,
12491,,Willard Ave and Cedar St,,41.697494,-72.733615,,,,,
12492,,Willard Ave and Opp Veterans Dr,,41.702196,-72.734625,,,,,
12493,,Jordan Ln and Buckland Rd,,41.723394,-72.670125,,,,,
12494,,Jordan Ln and McMullen Ave,,41.723617,-72.669786,,,,,
12495,,Main St and John St,,41.775037,-72.640118,,,,,
12496,,Fenn Rd and Opp CTFastrak,,41.694936,-72.757339,,,,,
12497,,East St and Paul  J Manafort Dr,,41.6913,-72.759981,,,,,
12498,,East St and Opp CTFastrak,,41.687046,-72.760651,,,,,
12499,,East St and Opp Dix Ave,,41.680345,-72.762218,,,,,
125,,Willow St and Prospect St,,41.689508,-72.687628,,,,,
1250,,Park Rd and S Main St,,41.753044,-72.743109,,,,,
12500,,East St and Opp Thorniley St,,41.677548,-72.762063,,,,,
12501,,East St and Opp Judd Ave,,41.675242,-72.762307,,,,,
12502,,East St and E Main St,,41.672222,-72.763435,,,,,
12503,,East St and CTFastrak,,41.686787,-72.760469,,,,,
12504,,East St and Opp Paul J Manafort Dr,,41.6913,-72.759763,,,,,
12505,,Fenn Rd and Mobil Gas Station,,41.698036,-72.756344,,,,,
12506,,Fenn Rd and Milk Ln,,41.703584,-72.752501,,,,,
12507,,Fenn Rd and Holmes Rd,,41.709559,-72.747374,,,,,
12508,,Fenn Rd and Fennwood Cir,,41.714132,-72.743592,,,,,
12509,,W Hartford Rd and Hampton Ct,,41.719735,-72.742701,,,,,
1251,,Park Rd and Greenhurst Rd,,41.753462,-72.740953,,,,,
12510,,S Main St and 588 S Main St,,41.724213,-72.743435,,,,,
12511,,S Main St and 480 S Main St,,41.729718,-72.743077,,,,,
12512,,S Main St and Brightwood Ln,,41.732328,-72.743195,,,,,
12513,,Washington St and Park St,,41.757726,-72.68244,,,,,
12514,,Washington St and Park St,,41.758146,-72.682185,,,,,
12515,,Broad St and Silver St,,41.672984,-72.79079,,,,,
12517,,East St and Essex Place Apt,,41.688699,-72.759899,,,,,
12518,,East St and Sanson Inc,,41.688708,-72.760129,,,,,
12519,,East St and Essex Place Apt,,41.688681,-72.759911,,,,,
1252,,Park Rd and Overbrook Rd,,41.753988,-72.738275,,,,,
12520,,Fenn Rd and CTFastrak,,41.695186,-72.757109,,,,,
12521,,Belden St and East St,,41.666682,-72.765062,,,,,
12523,,E. Main St and CTFastrak,,41.671723,-72.766098,,,,,
12526,,Heights Rd and Hollow Tree Ridge Rd,,41.069314,-73.49845,,,,,
12527,,Osgood Ave and Corbin Ave,,41.684094,-72.801771,,,,,
1253,,Park Rd and Trout Brook Dr,,41.754638,-72.73498,,,,,
12530,,Washington St and Russ St,,41.760845,-72.682106,,,,,
12531,,Washington St and Opp Russ St,,41.76122,-72.681888,,,,,
12533,,W Hill Rd and Chapman St,,41.716363,-72.738202,,,,,
12535,,Hope St and Opp Mulberry St,,41.096193,-73.519525,,,,,
12536,,Hamilton Ave and Culloden Rd,,41.063043,-73.521936,,,,,
12537,,Cedar St and Newington Senior Ctr,,41.697589,-72.728737,,,,,
12538,,Cedar St and Newington Town Hall,,41.697392,-72.728931,,,,,
12539,,Main St and Asylum St,,41.766716,-72.673275,,,,,
1254,,Park Rd and Gifford Rd,,41.754985,-72.733077,,,,,
12540,,Dowling Way and UConn Health Outpatient Pavilion,,41.734146,-72.789668,,,,,
12541,,Main St and Union St,,41.557035,-72.647343,,,,,
12542,,Federal St and Burger King,,41.680888,-72.946078,,,,,
12543,,Brewster Rd and Opp Bristol Hospital,,41.675768,-72.935616,,,,,
12545,,Federal St and Burger King,,41.680986,-72.946308,,,,,
12547,,N Main St and Center St,,41.676142,-72.946626,,,,,
12548,,N Main St and Race St,,41.678698,-72.94703,,,,,
12549,,N Main St and North St,,41.680923,-72.947082,,,,,
1255,,Park Rd and Walter Ave,,41.755288,-72.731357,,,,,
12550,,Federal St and 132 Federal St,,41.67981,-72.942676,,,,,
12551,,Woodland St and Goodwin St,,41.680055,-72.938599,,,,,
12552,,Goodwin St and Center St,,41.677625,-72.937857,,,,,
12553,,Goodwin St and Queen St,,41.67573,-72.93766,,,,,
12554,,Harrison St and Queen St,,41.67491,-72.935469,,,,,
12555,,High St and Goodwin St,,41.673961,-72.937077,,,,,
12556,,High St and Bellevue Ave,,41.673637,-72.939968,,,,,
12557,,High St and Main St,,41.673483,-72.942412,,,,,
12558,,Farmington Ave and Hooker St,,41.675318,-72.857866,,,,,
1256,,Park Rd and Price Blvd,,41.756776,-72.726352,,,,,
12562,,CTFastrak and New Britain Station Bay L,,41.668673,-72.78034,,,,,
12563,,CTFastrak and New Britain Station Bay B,,41.668655,-72.779033,,,,,
12564,,New Britain Station and Bay N,,41.66853,-72.780025,,,,,
12565,,New Britain Station and Bay M,,41.668592,-72.780364,,,,,
12566,,Dowling Way and UConn Health Outpatient Pavilion,,41.734146,-72.789971,,,,,
12567,,Franklin Sq and Opp Ct Superior Court,,41.663811,-72.780052,,,,,
12568,,Franklin Sq and CT Superior Court,,41.663793,-72.779714,,,,,
12569,,South St and West St,,41.667598,-72.947459,,,,,
1257,,Park Rd and Whiting Ln,,41.757802,-72.723843,,,,,
12570,,New Britain Ave and Hooker St,,41.675041,-72.85622,,,,,
12571,,New Britain Ave and Lewis St,,41.675935,-72.853244,,,,,
12572,,New Britain Ave and Opp Grant Ave,,41.676749,-72.850353,,,,,
12573,,New Britain Ave and Colonial Ct,,41.67759,-72.84584,,,,,
12574,,New Britain Ave and Friendly's,,41.676554,-72.84169,,,,,
12575,,Crooked St and Opp Fairfield Inn,,41.672595,-72.837237,,,,,
12576,,Jerome Ave and Opp Case St,,41.69404,-72.928068,,,,,
12577,,Jerome Ave and MIix St,,41.702879,-72.92779,,,,,
12578,,Jerome Ave and Stevens St,,41.713156,-72.927974,,,,,
12579,,Stevens St and Opp Sheffield Ln,,41.7142,-72.918024,,,,,
1258,,Park Rd and Oakwood Ave,,41.757792,-72.722196,,,,,
12580,,Stafford Ave and Debra Ln,,41.71137,-72.91307,,,,,
12581,,Stafford Ave and Opp Sonstrom Rd,,41.707349,-72.911903,,,,,
12582,,Stafford Ave and Maltby St,,41.701622,-72.910758,,,,,
12583,,Brook St and Opp Rathbun Rd,,41.688779,-72.912365,,,,,
12584,,Brook St and Opp Hardwick Rd,,41.683875,-72.90862,,,,,
12585,,Brook St and Root Ave,,41.681722,-72.906996,,,,,
12586,,CTFastrak and New Britain Bay R Express,,41.668297,-72.778852,,,,,
12587,,CTFastrak and New Britain Station S Express,,41.668923,-72.780049,,,,,
12589,,CTFastrak and New Britain Station Bay J,,41.668539,-72.779735,,,,,
1259,,Park Rd and Crescent St,,41.757379,-72.719677,,,,,
12591,,East  Main St and East St,,41.674066,-72.859257,,,,,
12592,,Walmart and Buckland Hills Drive,,41.807364,-72.538365,,,,,
12593,,Stanley St and Francis St,,41.688687,-72.770488,,,,,
12594,,Stanley St and Kearney Ave,,41.681206,-72.768412,,,,,
12595,,Stanley St and Opp Kearney St,,41.681125,-72.768195,,,,,
12597,,New Haven Ave and Kings Hwy,,41.229976,-72.992163,,,,,
12598,,New Haven Ave and Kings Hwy,,41.229896,-72.991971,,,,,
12599,,New Haven Ave and Opp Adams Plaza,,41.228828,-72.995852,,,,,
126,,Willow St and Prospect St,,41.689668,-72.687434,,,,,
1260,,Park Rd and Tobey St,,41.756876,-72.717316,,,,,
12600,,State Hwy 162 and New Haven Ave,,41.228694,-72.995707,,,,,
